entry,at,order
"The player ""大炮弟 @ 71ayGh_gzu"" joined the game with a stack of 1660.",2026-02-15T08:57:38.650Z,177114585865000
"-- ending hand #220 --",2026-02-15T08:57:35.648Z,177114585564802
"""Wesley @ 4KT6D07Q4u"" collected 70 from pot",2026-02-15T08:57:35.648Z,177114585564801
"Uncalled bet of 70 returned to ""Wesley @ 4KT6D07Q4u""",2026-02-15T08:57:35.648Z,177114585564800
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T08:57:34.815Z,177114585481500
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T08:57:32.179Z,177114585217900
"""Wesley @ 4KT6D07Q4u"" bets 70",2026-02-15T08:57:30.595Z,177114585059500
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:57:27.335Z,177114584733500
"Flop:  [7♣, A♣, 8♦]",2026-02-15T08:57:24.199Z,177114584419900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:57:23.336Z,177114584333600
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:57:21.604Z,177114584160400
"The player ""大炮弟 @ 71ayGh_gzu"" sit back with the stack of 1660.",2026-02-15T08:57:15.313Z,177114583531300
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T08:57:11.137Z,177114583113700
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T08:57:09.905Z,177114582990500
"""Qitong @ qrks3Lg6bS"" posts a big blind of 20",2026-02-15T08:57:08.384Z,177114582838407
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T08:57:08.384Z,177114582838406
"Your hand is J♦, 2♠",2026-02-15T08:57:08.384Z,177114582838404
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9568) | #2 ""小姚阿姨 @ 3w343W1v3j"" (6524) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (9781) | #10 ""Qitong @ qrks3Lg6bS"" (10673)",2026-02-15T08:57:08.384Z,177114582838401
"-- starting hand #220 (id: 6zkexrrfo703)  No Limit Texas Hold'em (dealer: ""小姚阿姨 @ 3w343W1v3j"") --",2026-02-15T08:57:08.384Z,177114582838400
"-- ending hand #219 --",2026-02-15T08:57:05.468Z,177114582546802
"""Qitong @ qrks3Lg6bS"" collected 60 from pot",2026-02-15T08:57:05.468Z,177114582546801
"Uncalled bet of 60 returned to ""Qitong @ qrks3Lg6bS""",2026-02-15T08:57:05.468Z,177114582546800
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:57:04.645Z,177114582464500
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T08:56:54.770Z,177114581477000
"""Qitong @ qrks3Lg6bS"" bets 60",2026-02-15T08:56:52.035Z,177114581203500
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T08:56:48.948Z,177114580894800
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T08:56:40.443Z,177114580044300
"Flop:  [10♣, 5♦, J♦]",2026-02-15T08:56:36.953Z,177114579695300
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T08:56:36.123Z,177114579612300
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T08:56:34.890Z,177114579489000
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:56:33.718Z,177114579371800
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T08:56:32.476Z,177114579247600
"""女神异闻录 @ vYgaUXvtJ2"" posts a big blind of 20",2026-02-15T08:56:30.837Z,177114579083708
"""小姚阿姨 @ 3w343W1v3j"" posts a small blind of 10",2026-02-15T08:56:30.837Z,177114579083707
"Your hand is 7♥, 4♦",2026-02-15T08:56:30.837Z,177114579083705
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9568) | #2 ""小姚阿姨 @ 3w343W1v3j"" (6544) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (9801) | #10 ""Qitong @ qrks3Lg6bS"" (10633)",2026-02-15T08:56:30.837Z,177114579083702
"-- starting hand #219 (id: trt4tz2gmze8)  No Limit Texas Hold'em (dealer: ""Wesley @ 4KT6D07Q4u"") --",2026-02-15T08:56:30.837Z,177114579083701
"The player ""大炮弟 @ 71ayGh_gzu"" stand up with the stack of 1660.",2026-02-15T08:56:30.837Z,177114579083700
"-- ending hand #218 --",2026-02-15T08:56:27.934Z,177114578793402
"""Qitong @ qrks3Lg6bS"" collected 650 from pot",2026-02-15T08:56:27.934Z,177114578793401
"Uncalled bet of 650 returned to ""Qitong @ qrks3Lg6bS""",2026-02-15T08:56:27.934Z,177114578793400
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:56:27.127Z,177114578712700
"""Qitong @ qrks3Lg6bS"" bets 650",2026-02-15T08:56:24.575Z,177114578457500
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T08:56:21.479Z,177114578147900
"Flop:  [6♠, 3♦, 8♠]",2026-02-15T08:56:17.348Z,177114577734800
"""女神异闻录 @ vYgaUXvtJ2"" calls 300",2026-02-15T08:56:16.527Z,177114577652700
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T08:56:05.290Z,177114576529000
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T08:56:04.038Z,177114576403800
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:56:00.462Z,177114576046200
"""Qitong @ qrks3Lg6bS"" raises to 300",2026-02-15T08:55:58.440Z,177114575844000
"""女神异闻录 @ vYgaUXvtJ2"" raises to 100",2026-02-15T08:55:53.081Z,177114575308100
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T08:55:43.614Z,177114574361400
"""小姚阿姨 @ 3w343W1v3j"" posts a big blind of 20",2026-02-15T08:55:41.205Z,177114574120508
"""Wesley @ 4KT6D07Q4u"" posts a small blind of 10",2026-02-15T08:55:41.205Z,177114574120507
"Your hand is 4♦, 4♠",2026-02-15T08:55:41.205Z,177114574120505
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9578) | #2 ""小姚阿姨 @ 3w343W1v3j"" (6564) | #7 ""大炮弟 @ 71ayGh_gzu"" (1680) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (10101) | #10 ""Qitong @ qrks3Lg6bS"" (10283)",2026-02-15T08:55:41.205Z,177114574120501
"-- starting hand #218 (id: vdgy1cu1qwkq)  No Limit Texas Hold'em (dealer: ""Qitong @ qrks3Lg6bS"") --",2026-02-15T08:55:41.205Z,177114574120500
"-- ending hand #217 --",2026-02-15T08:55:38.281Z,177114573828102
"""小姚阿姨 @ 3w343W1v3j"" collected 100 from pot",2026-02-15T08:55:38.281Z,177114573828101
"Uncalled bet of 110 returned to ""小姚阿姨 @ 3w343W1v3j""",2026-02-15T08:55:38.281Z,177114573828100
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T08:55:37.456Z,177114573745600
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:55:35.816Z,177114573581600
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T08:55:24.951Z,177114572495100
"""小姚阿姨 @ 3w343W1v3j"" bets 110",2026-02-15T08:55:23.762Z,177114572376200
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:55:04.901Z,177114570490100
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:55:03.656Z,177114570365600
"Flop:  [A♣, 4♣, 2♣]",2026-02-15T08:55:01.343Z,177114570134300
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T08:55:00.512Z,177114570051200
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T08:54:59.425Z,177114569942500
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T08:54:56.678Z,177114569667800
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T08:54:53.213Z,177114569321300
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T08:54:51.329Z,177114569132900
"""Wesley @ 4KT6D07Q4u"" posts a big blind of 20",2026-02-15T08:54:48.733Z,177114568873308
"""Qitong @ qrks3Lg6bS"" posts a small blind of 10",2026-02-15T08:54:48.733Z,177114568873307
"Your hand is 7♠, 4♠",2026-02-15T08:54:48.733Z,177114568873305
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9598) | #2 ""小姚阿姨 @ 3w343W1v3j"" (6484) | #7 ""大炮弟 @ 71ayGh_gzu"" (1700) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (10121) | #10 ""Qitong @ qrks3Lg6bS"" (10303)",2026-02-15T08:54:48.733Z,177114568873301
"-- starting hand #217 (id: e69ldbfc9f2n)  No Limit Texas Hold'em (dealer: ""女神异闻录 @ vYgaUXvtJ2"") --",2026-02-15T08:54:48.733Z,177114568873300
"-- ending hand #216 --",2026-02-15T08:54:45.829Z,177114568582902
"""Qitong @ qrks3Lg6bS"" collected 380 from pot",2026-02-15T08:54:45.829Z,177114568582901
"Uncalled bet of 190 returned to ""Qitong @ qrks3Lg6bS""",2026-02-15T08:54:45.829Z,177114568582900
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T08:54:44.954Z,177114568495400
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T08:54:43.572Z,177114568357200
"""Qitong @ qrks3Lg6bS"" bets 190",2026-02-15T08:54:38.661Z,177114567866100
"Flop:  [4♦, 10♦, 7♣]",2026-02-15T08:54:34.420Z,177114567442000
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:54:33.558Z,177114567355800
"""大炮弟 @ 71ayGh_gzu"" calls 120",2026-02-15T08:54:31.577Z,177114567157700
"""小姚阿姨 @ 3w343W1v3j"" calls 120",2026-02-15T08:54:29.201Z,177114566920100
"""Qitong @ qrks3Lg6bS"" raises to 120",2026-02-15T08:54:27.576Z,177114566757600
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T08:54:22.593Z,177114566259300
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T08:54:17.053Z,177114565705300
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T08:54:15.158Z,177114565515800
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:54:13.072Z,177114565307200
"""Qitong @ qrks3Lg6bS"" posts a big blind of 20",2026-02-15T08:54:11.818Z,177114565181808
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T08:54:11.818Z,177114565181807
"Your hand is 7♦, K♠",2026-02-15T08:54:11.818Z,177114565181805
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9598) | #2 ""小姚阿姨 @ 3w343W1v3j"" (6604) | #7 ""大炮弟 @ 71ayGh_gzu"" (1820) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (10141) | #10 ""Qitong @ qrks3Lg6bS"" (10043)",2026-02-15T08:54:11.818Z,177114565181801
"-- starting hand #216 (id: g0hw92s5cwqo)  No Limit Texas Hold'em (dealer: ""大炮弟 @ 71ayGh_gzu"") --",2026-02-15T08:54:11.818Z,177114565181800
"-- ending hand #215 --",2026-02-15T08:54:08.909Z,177114564890902
"""小姚阿姨 @ 3w343W1v3j"" collected 810 from pot",2026-02-15T08:54:08.909Z,177114564890901
"Uncalled bet of 510 returned to ""小姚阿姨 @ 3w343W1v3j""",2026-02-15T08:54:08.909Z,177114564890900
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T08:54:08.106Z,177114564810600
"""小姚阿姨 @ 3w343W1v3j"" bets 510",2026-02-15T08:54:06.396Z,177114564639600
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:53:54.135Z,177114563413500
"River: 6♣, 4♦, Q♣, J♠ [9♠]",2026-02-15T08:53:44.102Z,177114562410200
"""小姚阿姨 @ 3w343W1v3j"" calls 270",2026-02-15T08:53:43.265Z,177114562326500
"""Qitong @ qrks3Lg6bS"" bets 270",2026-02-15T08:53:41.955Z,177114562195500
"Turn: 6♣, 4♦, Q♣ [J♠]",2026-02-15T08:53:39.168Z,177114561916800
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:53:38.355Z,177114561835500
"""小姚阿姨 @ 3w343W1v3j"" calls 90",2026-02-15T08:53:37.091Z,177114561709100
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:53:35.183Z,177114561518300
"""Qitong @ qrks3Lg6bS"" bets 90",2026-02-15T08:53:32.141Z,177114561214100
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T08:53:29.252Z,177114560925200
"Flop:  [6♣, 4♦, Q♣]",2026-02-15T08:53:26.647Z,177114560664700
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T08:53:25.821Z,177114560582100
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T08:53:21.728Z,177114560172800
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T08:53:20.310Z,177114560031000
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T08:53:19.048Z,177114559904800
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T08:53:17.857Z,177114559785700
"""女神异闻录 @ vYgaUXvtJ2"" posts a big blind of 20",2026-02-15T08:53:16.370Z,177114559637008
"""大炮弟 @ 71ayGh_gzu"" posts a small blind of 10",2026-02-15T08:53:16.370Z,177114559637007
"Your hand is 4♥, K♦",2026-02-15T08:53:16.370Z,177114559637005
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9618) | #2 ""小姚阿姨 @ 3w343W1v3j"" (6174) | #7 ""大炮弟 @ 71ayGh_gzu"" (1830) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (10161) | #10 ""Qitong @ qrks3Lg6bS"" (10423)",2026-02-15T08:53:16.370Z,177114559637001
"-- starting hand #215 (id: vdz3d05ifedy)  No Limit Texas Hold'em (dealer: ""小姚阿姨 @ 3w343W1v3j"") --",2026-02-15T08:53:16.370Z,177114559637000
"-- ending hand #214 --",2026-02-15T08:53:13.439Z,177114559343902
"""小姚阿姨 @ 3w343W1v3j"" collected 1380 from pot",2026-02-15T08:53:13.439Z,177114559343901
"Uncalled bet of 330 returned to ""小姚阿姨 @ 3w343W1v3j""",2026-02-15T08:53:13.439Z,177114559343900
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T08:53:12.606Z,177114559260600
"""小姚阿姨 @ 3w343W1v3j"" bets 330",2026-02-15T08:53:08.666Z,177114558866600
"River: 6♦, K♦, 6♠, 8♥ [7♥]",2026-02-15T08:53:03.445Z,177114558344500
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:53:02.642Z,177114558264200
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T08:53:00.796Z,177114558079600
"Turn: 6♦, K♦, 6♠ [8♥]",2026-02-15T08:52:54.432Z,177114557443200
"""Qitong @ qrks3Lg6bS"" calls 230",2026-02-15T08:52:53.616Z,177114557361600
"""小姚阿姨 @ 3w343W1v3j"" bets 230",2026-02-15T08:52:51.183Z,177114557118300
"Flop:  [6♦, K♦, 6♠]",2026-02-15T08:52:44.226Z,177114556422600
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:52:43.410Z,177114556341000
"""Qitong @ qrks3Lg6bS"" calls 410",2026-02-15T08:52:42.275Z,177114556227500
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:52:40.710Z,177114556071000
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T08:52:38.773Z,177114555877300
"""小姚阿姨 @ 3w343W1v3j"" raises to 410",2026-02-15T08:52:36.404Z,177114555640400
"""Wesley @ 4KT6D07Q4u"" calls 60",2026-02-15T08:52:31.900Z,177114555190000
"""Qitong @ qrks3Lg6bS"" raises to 60",2026-02-15T08:52:29.880Z,177114554988000
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T08:52:24.200Z,177114554420000
"""大炮弟 @ 71ayGh_gzu"" posts a big blind of 20",2026-02-15T08:52:18.201Z,177114553820109
"""小姚阿姨 @ 3w343W1v3j"" posts a small blind of 10",2026-02-15T08:52:18.201Z,177114553820108
"Your hand is 10♣, 5♠",2026-02-15T08:52:18.201Z,177114553820106
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9678) | #2 ""小姚阿姨 @ 3w343W1v3j"" (5434) | #7 ""大炮弟 @ 71ayGh_gzu"" (1850) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (10181) | #10 ""Qitong @ qrks3Lg6bS"" (11063)",2026-02-15T08:52:18.201Z,177114553820102
"-- starting hand #214 (id: gpukr9ck6sc9)  No Limit Texas Hold'em (dealer: ""Wesley @ 4KT6D07Q4u"") --",2026-02-15T08:52:18.201Z,177114553820101
"The player ""哈哈弟 @ ZFmgLXkPiV"" stand up with the stack of 2272.",2026-02-15T08:52:18.201Z,177114553820100
"-- ending hand #213 --",2026-02-15T08:52:12.197Z,177114553219703
"""小姚阿姨 @ 3w343W1v3j"" collected 1290 from pot with Two Pair, K's & 6's (combination: J♦, 6♥, 6♦, K♥, K♦)",2026-02-15T08:52:12.197Z,177114553219702
"""小姚阿姨 @ 3w343W1v3j"" shows a 7♦, K♥.",2026-02-15T08:52:12.197Z,177114553219701
"""Qitong @ qrks3Lg6bS"" shows a 9♦, J♣.",2026-02-15T08:52:12.197Z,177114553219700
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T08:52:11.334Z,177114553133400
"""小姚阿姨 @ 3w343W1v3j"" calls 430",2026-02-15T08:52:10.226Z,177114553022600
"""Qitong @ qrks3Lg6bS"" bets 430",2026-02-15T08:52:07.035Z,177114552703500
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T08:52:03.397Z,177114552339700
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T08:52:01.935Z,177114552193500
"River: K♦, 6♥, 6♦, 9♠ [J♦]",2026-02-15T08:51:59.995Z,177114551999500
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:51:59.164Z,177114551916400
"""Qitong @ qrks3Lg6bS"" calls 110",2026-02-15T08:51:54.815Z,177114551481500
"""大炮弟 @ 71ayGh_gzu"" calls 110",2026-02-15T08:51:53.224Z,177114551322400
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T08:51:52.097Z,177114551209700
"""小姚阿姨 @ 3w343W1v3j"" bets 110",2026-02-15T08:51:50.360Z,177114551036000
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T08:51:46.616Z,177114550661600
"Turn: K♦, 6♥, 6♦ [9♠]",2026-02-15T08:51:44.470Z,177114550447000
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:51:43.655Z,177114550365500
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T08:51:41.274Z,177114550127400
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T08:51:34.667Z,177114549466700
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T08:51:33.508Z,177114549350800
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T08:51:29.727Z,177114548972700
"Flop:  [K♦, 6♥, 6♦]",2026-02-15T08:51:28.239Z,177114548823900
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T08:51:27.402Z,177114548740200
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T08:51:25.382Z,177114548538200
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T08:51:24.246Z,177114548424600
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:51:20.810Z,177114548081000
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T08:51:17.639Z,177114547763900
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T08:51:15.415Z,177114547541500
"""小姚阿姨 @ 3w343W1v3j"" posts a big blind of 20",2026-02-15T08:51:13.715Z,177114547371509
"""Wesley @ 4KT6D07Q4u"" posts a small blind of 10",2026-02-15T08:51:13.715Z,177114547371508
"Your hand is 5♦, 2♥",2026-02-15T08:51:13.715Z,177114547371506
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9698) | #2 ""小姚阿姨 @ 3w343W1v3j"" (4704) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (2292) | #7 ""大炮弟 @ 71ayGh_gzu"" (1980) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (10181) | #10 ""Qitong @ qrks3Lg6bS"" (11623)",2026-02-15T08:51:13.715Z,177114547371501
"-- starting hand #213 (id: s9guvdbtxj2l)  No Limit Texas Hold'em (dealer: ""Qitong @ qrks3Lg6bS"") --",2026-02-15T08:51:13.715Z,177114547371500
"""哈哈弟 @ ZFmgLXkPiV"" shows a 4♣, 7♣.",2026-02-15T08:51:10.829Z,177114547082900
"-- ending hand #212 --",2026-02-15T08:51:10.049Z,177114547004902
"""哈哈弟 @ ZFmgLXkPiV"" collected 960 from pot",2026-02-15T08:51:10.049Z,177114547004901
"Uncalled bet of 1332 returned to ""哈哈弟 @ ZFmgLXkPiV""",2026-02-15T08:51:10.049Z,177114547004900
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T08:51:09.236Z,177114546923600
"""哈哈弟 @ ZFmgLXkPiV"" raises to 1542 and go all in",2026-02-15T08:51:02.665Z,177114546266500
"""小姚阿姨 @ 3w343W1v3j"" bets 210",2026-02-15T08:51:00.308Z,177114546030800
"Turn: 7♦, 2♣, 5♦ [6♣]",2026-02-15T08:50:54.963Z,177114545496300
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:50:54.142Z,177114545414200
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T08:50:53.055Z,177114545305500
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:50:51.447Z,177114545144700
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T08:50:50.173Z,177114545017300
"""哈哈弟 @ ZFmgLXkPiV"" calls 210",2026-02-15T08:50:49.004Z,177114544900400
"""小姚阿姨 @ 3w343W1v3j"" bets 210",2026-02-15T08:50:46.238Z,177114544623800
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T08:50:41.883Z,177114544188300
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:50:40.596Z,177114544059600
"Flop:  [7♦, 2♣, 5♦]",2026-02-15T08:50:38.654Z,177114543865400
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T08:50:37.768Z,177114543776800
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T08:50:36.655Z,177114543665500
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T08:50:34.582Z,177114543458200
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T08:50:29.254Z,177114542925400
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T08:50:26.969Z,177114542696900
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T08:50:25.781Z,177114542578100
"""Wesley @ 4KT6D07Q4u"" posts a big blind of 20",2026-02-15T08:50:23.842Z,177114542384210
"""Qitong @ qrks3Lg6bS"" posts a small blind of 10",2026-02-15T08:50:23.842Z,177114542384209
"Your hand is 10♣, J♦",2026-02-15T08:50:23.842Z,177114542384207
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9718) | #2 ""小姚阿姨 @ 3w343W1v3j"" (5144) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (1772) | #7 ""大炮弟 @ 71ayGh_gzu"" (2000) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (10201) | #10 ""Qitong @ qrks3Lg6bS"" (11643)",2026-02-15T08:50:23.842Z,177114542384202
"-- starting hand #212 (id: 8jjic4omdbsd)  No Limit Texas Hold'em (dealer: ""女神异闻录 @ vYgaUXvtJ2"") --",2026-02-15T08:50:23.842Z,177114542384201
"The player ""大炮弟 @ 71ayGh_gzu"" joined the game with a stack of 2000.",2026-02-15T08:50:23.842Z,177114542384200
"-- ending hand #211 --",2026-02-15T08:50:20.842Z,177114542084202
"""Qitong @ qrks3Lg6bS"" collected 300 from pot",2026-02-15T08:50:20.842Z,177114542084201
"Uncalled bet of 900 returned to ""Qitong @ qrks3Lg6bS""",2026-02-15T08:50:20.842Z,177114542084200
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T08:50:19.973Z,177114541997300
"""Qitong @ qrks3Lg6bS"" bets 900",2026-02-15T08:50:15.055Z,177114541505500
"The admin approved the player ""大炮弟 @ 71ayGh_gzu"" participation with a stack of 2000.",2026-02-15T08:50:09.250Z,177114540925000
"River: 6♦, 6♣, 9♦, A♥ [6♠]",2026-02-15T08:50:07.640Z,177114540764000
"The player ""大炮弟 @ 71ayGh_gzu"" requested a seat.",2026-02-15T08:50:06.933Z,177114540693300
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T08:50:06.829Z,177114540682900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:50:05.176Z,177114540517600
"Turn: 6♦, 6♣, 9♦ [A♥]",2026-02-15T08:50:03.031Z,177114540303100
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T08:50:02.194Z,177114540219400
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T08:49:56.256Z,177114539625600
"Flop:  [6♦, 6♣, 9♦]",2026-02-15T08:49:53.863Z,177114539386300
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:49:53.040Z,177114539304000
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T08:49:51.777Z,177114539177700
"""小姚阿姨 @ 3w343W1v3j"" calls 120",2026-02-15T08:49:48.591Z,177114538859100
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T08:49:47.272Z,177114538727200
"""Qitong @ qrks3Lg6bS"" raises to 120",2026-02-15T08:49:45.615Z,177114538561500
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T08:49:39.349Z,177114537934900
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T08:49:38.125Z,177114537812500
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T08:49:36.998Z,177114537699800
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T08:49:35.036Z,177114537503600
"""Qitong @ qrks3Lg6bS"" posts a big blind of 20",2026-02-15T08:49:33.248Z,177114537324808
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T08:49:33.248Z,177114537324807
"Your hand is 7♠, A♦",2026-02-15T08:49:33.248Z,177114537324805
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (9738) | #2 ""小姚阿姨 @ 3w343W1v3j"" (5264) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (1792) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (10221) | #10 ""Qitong @ qrks3Lg6bS"" (11463)",2026-02-15T08:49:33.248Z,177114537324801
"-- starting hand #211 (id: mhedobmqul4y)  No Limit Texas Hold'em (dealer: ""哈哈弟 @ ZFmgLXkPiV"") --",2026-02-15T08:49:33.248Z,177114537324800
"-- ending hand #210 --",2026-02-15T08:49:30.334Z,177114537033402
"""哈哈弟 @ ZFmgLXkPiV"" collected 400 from pot",2026-02-15T08:49:30.334Z,177114537033401
"Uncalled bet of 1392 returned to ""哈哈弟 @ ZFmgLXkPiV""",2026-02-15T08:49:30.334Z,177114537033400
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T08:49:29.495Z,177114536949500
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T08:49:26.077Z,177114536607700
"""哈哈弟 @ ZFmgLXkPiV"" bets 1392 and go all in",2026-02-15T08:49:19.024Z,177114535902400
"Flop:  [A♦, 3♣, 4♣]",2026-02-15T08:49:15.328Z,177114535532800
